scid,broker_count,buy_count,hold_count,sell_count,brokers,stkname,stockShortName,cmp,change,perChange,profitPotential,stk_url,exchange,targets,targetBarColor,targetPiceLineData,targetBarColorClass
PVR,5,3,2,0,"[{'name': 'Prabhudas Lilladher', 'target_price': 1274}, {'name': 'Motilal Oswal', 'target_price': 1180}, {'name': 'ICICI Securities', 'target_price': 1500}, {'name': 'Emkay Global Financial Services', 'target_price': 1850}, {'name': 'Sharekhan', 'target_price': 1780}]",PVR INOX,PVR INOX,939.30,1.65,0.18,61.4,mediaentertainment/pvrinox/PVR,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 939.3, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 1180, 'percentages': 25.6, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1516.8, 'percentages': 61.4, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 1850, 'percentages': 96.9, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 96.95, 'minRangePer': 26.42, 'maxRanegPer': 63.41, 'rangeDiffPer': 36.98, 'mindiff_total': 25.62, 'maxdiff_total': 61.48}",#52B974
TP06,5,3,2,0,"[{'name': 'ICICI Securities', 'target_price': 4150}, {'name': 'Motilal Oswal', 'target_price': 4300}, {'name': 'Prabhudas Lilladher', 'target_price': 4200}, {'name': 'Mirae Asset Sharekhan', 'target_price': 4024}, {'name': 'Sharekhan', 'target_price': 4232}]",Torrent Pharmaceuticals,Torrent Pharma,4191.20,11.70,0.28,-0.2,pharmaceuticals/torrentpharmaceuticals/TP06,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 4024, 'percentages': -3.9, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 4181.2, 'percentages': -0.2, 'color': 'blue'}, {'id': 'cmp', 'name': 'Current Price', 'value': 4191.2, 'percentages': '', 'color': 'white'}, {'id': 'max_target_price', 'name': 'High', 'value': 4300, 'percentages': 2.5, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'red', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 6.85, 'minRangePer': 56.93, 'maxRanegPer': 60.58, 'rangeDiffPer': 3.64, 'mindiff_total': 3.9, 'maxdiff_total': 4.15}",#E3515C
MBF01,5,5,0,0,"[{'name': 'Geojit Financial Services', 'target_price': 252}, {'name': 'Motilal Oswal', 'target_price': 270}, {'name': 'Anand Rathi', 'target_price': 1810}, {'name': 'LKP Securities Limited', 'target_price': 1750}, {'name': 'AnandRathi', 'target_price': 1875}]",Mrs. Bectors Food Specialities,Bectors Food,192.75,0.53,0.28,518.1,consumer-food/mrsbectorsfoodspecialities/MBF01,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 192.75, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 252, 'percentages': 30.7, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1191.4, 'percentages': 518.1, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 1875, 'percentages': 872.7, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 872.76, 'minRangePer': 3.52, 'maxRanegPer': 59.36, 'rangeDiffPer': 55.84, 'mindiff_total': 30.73, 'maxdiff_total': 518.1}",#52B974
JKC,5,5,0,0,"[{'name': 'Motilal Oswal', 'target_price': 900}, {'name': 'Prabhudas Lilladher', 'target_price': 881}, {'name': 'Choice Equity Broking', 'target_price': 1175}, {'name': 'Mirae Asset Sharekhan', 'target_price': 1047}, {'name': 'Sharekhan', 'target_price': 915}]",JK Lakshmi Cement,JK Lakshmi Cem,662.80,-10.90,-1.62,48.4,cement-major/jklakshmicement/JKL01,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 662.8, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 881, 'percentages': 32.9, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 983.6, 'percentages': 48.4, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 1175, 'percentages': 77.2, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 77.27, 'minRangePer': 42.6, 'maxRanegPer': 62.63, 'rangeDiffPer': 20.03, 'mindiff_total': 32.92, 'maxdiff_total': 48.4}",#52B974
VTW,5,5,0,0,"[{'name': 'Motilal Oswal', 'target_price': 1900}, {'name': 'Geojit Financial Services', 'target_price': 1626}, {'name': 'ICICI Securities', 'target_price': 1835}, {'name': 'Mirae Asset Sharekhan', 'target_price': 1770}, {'name': 'Sharekhan', 'target_price': 1770}]",Va Tech Wabag,Va Tech Wabag,1423.30,33.80,2.43,25.0,infrastructure/vatechwabag/VTW,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 1423.3, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 1626, 'percentages': 14.2, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1780.2, 'percentages': 25, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 1900, 'percentages': 33.4, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 33.49, 'minRangePer': 42.52, 'maxRanegPer': 74.85, 'rangeDiffPer': 32.32, 'mindiff_total': 14.24, 'maxdiff_total': 25.07}",#52B974
DN,5,0,2,3,"[{'name': 'Prabhudas Lilladher', 'target_price': 1354}, {'name': 'Motilal Oswal', 'target_price': 1470}, {'name': 'Emkay Global Financial Services', 'target_price': 1800}, {'name': 'ICICI Securities', 'target_price': 1950}, {'name': 'CD Equisearch', 'target_price': 2596}]",Deepak Nitrite,Deepak Nitrite,1535.40,-2.70,-0.18,19.4,chemicals/deepaknitrite/DN,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 1354, 'percentages': -11.8, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 1535.4, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1834, 'percentages': 19.4, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 2596, 'percentages': 69, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 91.72, 'minRangePer': 14.59, 'maxRanegPer': 38.65, 'rangeDiffPer': 24.06, 'mindiff_total': 13.39, 'maxdiff_total': 35.45}",#52B974
CG02,5,5,0,0,"[{'name': 'Motilal Oswal', 'target_price': 1600}, {'name': 'ICICI Securities', 'target_price': 1600}, {'name': 'Deven Choksey', 'target_price': 1487}, {'name': 'Geojit Financial Services', 'target_price': 1130}, {'name': 'KRChoksey', 'target_price': 1086}]",CreditAccess Grameen,CreditAccess Gr,1253.80,-11.00,-0.87,10.1,finance-nbfc/creditaccessgrameen/CG03,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 1086, 'percentages': -13.3, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 1253.8, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1380.6, 'percentages': 10.1, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 1600, 'percentages': 27.6, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 47.32, 'minRangePer': 32.65, 'maxRanegPer': 57.31, 'rangeDiffPer': 24.66, 'mindiff_total': 15.45, 'maxdiff_total': 27.12}",#52B974
HAM02,5,5,0,0,"[{'name': 'Motilal Oswal', 'target_price': 3170}, {'name': 'Prabhudas Lilladher', 'target_price': 3000}, {'name': 'ICICI Securities', 'target_price': 3060}, {'name': 'Deven Choksey', 'target_price': 6638}, {'name': 'KRChoksey', 'target_price': 5095}]",HDFC Asset Management Company ,HDFC AMC,2768.20,-24.20,-0.87,51.4,finance-investments/hdfcassetmanagementcompany/HAM02,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 2768.2, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 3000, 'percentages': 8.3, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 4192.6, 'percentages': 51.4, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 6638, 'percentages': 139.7, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 139.79, 'minRangePer': 5.98, 'maxRanegPer': 36.8, 'rangeDiffPer': 30.81, 'mindiff_total': 8.37, 'maxdiff_total': 51.45}",#52B974
DT07,5,5,0,0,"[{'name': 'Motilal Oswal', 'target_price': 14700}, {'name': 'Emkay Global Financial Services', 'target_price': 15200}, {'name': 'Anand Rathi', 'target_price': 20000}, {'name': 'Sharekhan', 'target_price': 19440}, {'name': 'AnandRathi', 'target_price': 21875}]",Dixon Technologies,Dixon Technolog,11211.00,-160.50,-1.41,62.7,electricals/dixontechnologies/DT07,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 11211, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 14700, 'percentages': 31.1, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 18243, 'percentages': 62.7, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 21875, 'percentages': 95.1, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 95.12, 'minRangePer': 32.71, 'maxRanegPer': 65.93, 'rangeDiffPer': 33.22, 'mindiff_total': 31.12, 'maxdiff_total': 62.72}",#52B974
PGC,5,4,1,0,"[{'name': 'Prabhudas Lilladher', 'target_price': 348}, {'name': 'Motilal Oswal', 'target_price': 302}, {'name': 'ICICI Securities', 'target_price': 360}, {'name': 'Mirae Asset Sharekhan', 'target_price': 350}, {'name': 'Sharekhan', 'target_price': 350}]",Power Grid Corporation of India,Power Grid Corp,319.70,1.60,0.50,6.9,power-generationdistribution/powergridcorporationindia/PGC,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 302, 'percentages': -5.5, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 319.7, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 342, 'percentages': 6.9, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 360, 'percentages': 12.6, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 19.2, 'minRangePer': 30.52, 'maxRanegPer': 68.95, 'rangeDiffPer': 38.43, 'mindiff_total': 5.86, 'maxdiff_total': 13.24}",#52B974
BF04,5,4,1,0,"[{'name': 'Motilal Oswal', 'target_price': 1900}, {'name': 'Deven Choksey', 'target_price': 1388}, {'name': 'Sharekhan', 'target_price': 2350}, {'name': 'KRChoksey', 'target_price': 2075}, {'name': 'Emkay Global Financial Services', 'target_price': 2050}]",Bajaj Finserv,Bajaj Finserv,1830.60,-8.30,-0.45,6.6,finance-investments/bajajfinserv/BF04,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 1388, 'percentages': -24.1, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 1830.6, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1952.6, 'percentages': 6.6, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 2350, 'percentages': 28.3, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 69.3, 'minRangePer': 46, 'maxRanegPer': 58.68, 'rangeDiffPer': 12.68, 'mindiff_total': 31.88, 'maxdiff_total': 40.67}",#52B974
CGC01,5,5,0,0,"[{'name': 'Motilal Oswal', 'target_price': 350}, {'name': 'Prabhudas Lilladher', 'target_price': 346}, {'name': 'ICICI Securities', 'target_price': 340}, {'name': 'LKP Securities Limited', 'target_price': 425}, {'name': 'AnandRathi', 'target_price': 552}]",Crompton Greaves Consumer Electrical,CG Consumer,261.22,-0.23,-0.09,54.1,electricals/cromptongreavesconsumerelectrical/CGC01,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 261.22, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 340, 'percentages': 30.1, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 402.6, 'percentages': 54.1, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 552, 'percentages': 111.3, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 111.31, 'minRangePer': 27.08, 'maxRanegPer': 48.62, 'rangeDiffPer': 21.54, 'mindiff_total': 30.15, 'maxdiff_total': 54.12}",#52B974
MF19,5,3,2,0,"[{'name': 'Geojit Financial Services', 'target_price': 3478}, {'name': 'ICICI Securities', 'target_price': 4000}, {'name': 'Motilal Oswal', 'target_price': 3800}, {'name': 'LKP Securities Limited', 'target_price': 3048}, {'name': 'Dolat Capital', 'target_price': 2150}]",Muthoot Finance,Muthoot Finance,3531.20,-40.10,-1.12,-6.6,finance-investments/muthootfinance/MF10,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 2150, 'percentages': -39.1, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 3295.2, 'percentages': -6.6, 'color': 'blue'}, {'id': 'cmp', 'name': 'Current Price', 'value': 3531.2, 'percentages': '', 'color': 'white'}, {'id': 'max_target_price', 'name': 'High', 'value': 4000, 'percentages': 13.2, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'red', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 86.04, 'minRangePer': 61.9, 'maxRanegPer': 74.66, 'rangeDiffPer': 12.75, 'mindiff_total': 53.26, 'maxdiff_total': 64.24}",#E3515C
MOF,5,5,0,0,"[{'name': 'Motilal Oswal', 'target_price': 5990}, {'name': 'Prabhudas Lilladher', 'target_price': 6800}, {'name': 'Anand Rathi', 'target_price': 8443}, {'name': 'ICICI Securities', 'target_price': 7678}, {'name': 'AnandRathi', 'target_price': 9899}]",Cera Sanitaryware,Cera Sanitary,5306.40,-18.70,-0.35,46.2,ceramicsgranite/cerasanitaryware/CS18,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 5306.4, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 5990, 'percentages': 12.8, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 7762, 'percentages': 46.2, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 9899, 'percentages': 86.5, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 86.54, 'minRangePer': 14.88, 'maxRanegPer': 53.46, 'rangeDiffPer': 38.58, 'mindiff_total': 12.88, 'maxdiff_total': 46.27}",#52B974
