scid,broker_count,buy_count,hold_count,sell_count,brokers,stkname,stockShortName,cmp,change,perChange,profitPotential,stk_url,exchange,targets,targetBarColor,targetPiceLineData,targetBarColorClass
HAM02,5,5,0,0,"[{'name': 'Motilal Oswal', 'target_price': 3170}, {'name': 'Prabhudas Lilladher', 'target_price': 3000}, {'name': 'ICICI Securities', 'target_price': 3060}, {'name': 'Deven Choksey', 'target_price': 6638}, {'name': 'KRChoksey', 'target_price': 5095}]",HDFC Asset Management Company ,HDFC AMC,2792.40,130.20,4.89,50.1,finance-investments/hdfcassetmanagementcompany/HAM02,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 2792.4, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 3000, 'percentages': 7.4, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 4192.6, 'percentages': 50.1, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 6638, 'percentages': 137.7, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 137.71, 'minRangePer': 5.39, 'maxRanegPer': 36.4, 'rangeDiffPer': 31.01, 'mindiff_total': 7.43, 'maxdiff_total': 50.14}",#52B974
TCI04,5,5,0,0,"[{'name': 'ICICI Securities', 'target_price': 1500}, {'name': 'Motilal Oswal', 'target_price': 1500}, {'name': 'Sharekhan', 'target_price': 1350}, {'name': 'Asit C. Mehta', 'target_price': 1172}, {'name': 'Geojit Financial Services', 'target_price': 1248}]",Transport Corporation of India,Transport Corp,1004.00,15.65,1.58,34.8,transportlogistics/transportcorporationindia/TCI04,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 1004, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 1172, 'percentages': 16.7, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1354, 'percentages': 34.8, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 1500, 'percentages': 49.4, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 49.4, 'minRangePer': 33.86, 'maxRanegPer': 70.56, 'rangeDiffPer': 36.7, 'mindiff_total': 16.73, 'maxdiff_total': 34.86}",#52B974
HMT01,5,4,0,1,"[{'name': 'Choice Institutional Equities', 'target_price': 585}, {'name': 'Deven Choksey', 'target_price': 579}, {'name': 'Choice Equity Broking', 'target_price': 670}, {'name': 'ICICI Securities', 'target_price': 400}, {'name': 'KRChoksey', 'target_price': 765}]",Happiest Minds Technologies,Happiest Minds ,381.90,0.20,0.05,57.0,it-servicesconsulting/happiestmindstechnologies/HMT01,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 381.9, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 400, 'percentages': 4.7, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 599.8, 'percentages': 57, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 765, 'percentages': 100.3, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 100.31, 'minRangePer': 4.71, 'maxRanegPer': 56.87, 'rangeDiffPer': 52.16, 'mindiff_total': 4.73, 'maxdiff_total': 57.05}",#52B974
PI29,5,4,1,0,"[{'name': 'Prabhudas Lilladher', 'target_price': 291}, {'name': 'Anand Rathi', 'target_price': 342}, {'name': 'ICICI Securities', 'target_price': 287}, {'name': 'Geojit Financial Services', 'target_price': 386}, {'name': 'Sharekhan', 'target_price': 400}]",PNC Infratech,PNC Infratech,203.11,0.87,0.43,67.9,constructioncontracting-real-estate/pncinfratech/PI26,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 203.11, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 287, 'percentages': 41.3, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 341.2, 'percentages': 67.9, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 400, 'percentages': 96.9, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 96.93, 'minRangePer': 42.6, 'maxRanegPer': 70.13, 'rangeDiffPer': 27.52, 'mindiff_total': 41.3, 'maxdiff_total': 67.98}",#52B974
HIE,5,4,1,0,"[{'name': 'Prabhudas Lilladher', 'target_price': 724}, {'name': 'Anand Rathi', 'target_price': 1142}, {'name': 'ICICI Securities', 'target_price': 920}, {'name': 'Emkay Global Financial Services', 'target_price': 1900}, {'name': 'Geojit Financial Services', 'target_price': 1440}]",HG Infra Engineering,HG Infra Eng,621.05,-0.90,-0.14,97.2,infrastructure/hginfraengineering/HIE,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 621.05, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 724, 'percentages': 16.5, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1225.2, 'percentages': 97.2, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 1900, 'percentages': 205.9, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 205.93, 'minRangePer': 8.04, 'maxRanegPer': 47.23, 'rangeDiffPer': 39.19, 'mindiff_total': 16.57, 'maxdiff_total': 97.27}",#52B974
BF04,5,4,1,0,"[{'name': 'Motilal Oswal', 'target_price': 1900}, {'name': 'Deven Choksey', 'target_price': 1388}, {'name': 'Sharekhan', 'target_price': 2350}, {'name': 'KRChoksey', 'target_price': 2075}, {'name': 'Emkay Global Financial Services', 'target_price': 2050}]",Bajaj Finserv,Bajaj Finserv,1838.90,9.00,0.49,6.1,finance-investments/bajajfinserv/BF04,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 1388, 'percentages': -24.5, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 1838.9, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1952.6, 'percentages': 6.1, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 2350, 'percentages': 27.7, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 69.3, 'minRangePer': 46.86, 'maxRanegPer': 58.68, 'rangeDiffPer': 11.82, 'mindiff_total': 32.48, 'maxdiff_total': 40.67}",#52B974
TPC,5,4,1,0,"[{'name': 'Motilal Oswal', 'target_price': 455}, {'name': 'Prabhudas Lilladher', 'target_price': 359}, {'name': 'ICICI Securities', 'target_price': 465}, {'name': 'Sharekhan', 'target_price': 485}, {'name': 'Geojit Financial Services', 'target_price': 460}]",The Tata Power Company,Tata Power,427.60,1.00,0.23,4.0,power-generationdistribution/thetatapowercompany/TPC,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 359, 'percentages': -16, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 427.6, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 444.8, 'percentages': 4, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 485, 'percentages': 13.4, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 35.09, 'minRangePer': 54.43, 'maxRanegPer': 68.08, 'rangeDiffPer': 13.64, 'mindiff_total': 19.1, 'maxdiff_total': 23.89}",#52B974
TI01,5,3,1,1,"[{'name': 'Motilal Oswal', 'target_price': 5000}, {'name': 'Prabhudas Lilladher', 'target_price': 4600}, {'name': 'Emkay Global Financial Services', 'target_price': 3350}, {'name': 'Sharekhan', 'target_price': 4155}, {'name': 'ICICI Securities', 'target_price': 3400}]",Titan Company,Titan Company,4525.90,64.50,1.45,-9.3,miscellaneous/titancompany/TI01,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 3350, 'percentages': -25.9, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 4101, 'percentages': -9.3, 'color': 'blue'}, {'id': 'cmp', 'name': 'Current Price', 'value': 4525.9, 'percentages': '', 'color': 'white'}, {'id': 'max_target_price', 'name': 'High', 'value': 5000, 'percentages': 10.4, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'red', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 49.25, 'minRangePer': 45.5, 'maxRanegPer': 71.26, 'rangeDiffPer': 25.76, 'mindiff_total': 22.41, 'maxdiff_total': 35.1}",#E3515C
CFH,5,4,1,0,"[{'name': 'Motilal Oswal', 'target_price': 1015}, {'name': 'Prabhudas Lilladher', 'target_price': 1015}, {'name': 'Mirae Asset Sharekhan', 'target_price': 850}, {'name': 'Geojit Financial Services', 'target_price': 900}, {'name': 'Sharekhan', 'target_price': 850}]",Can Fin Homes,Can Fin Homes,868.70,9.90,1.15,6.5,finance-housing/canfinhomes/CFH,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 850, 'percentages': -2.1, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 868.7, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 926, 'percentages': 6.5, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 1015, 'percentages': 16.8, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 19.41, 'minRangePer': 11.33, 'maxRanegPer': 46.05, 'rangeDiffPer': 34.72, 'mindiff_total': 2.2, 'maxdiff_total': 8.94}",#52B974
PLN,5,3,1,1,"[{'name': 'Motilal Oswal', 'target_price': 365}, {'name': 'Prabhudas Lilladher', 'target_price': 288}, {'name': 'ICICI Securities', 'target_price': 250}, {'name': 'Emkay Global Financial Services', 'target_price': 390}, {'name': 'Geojit Financial Services', 'target_price': 393}]",Petronet LNG,Petronet LNG,273.22,1.73,0.64,23.4,oil-drillingexploration/petronetlng/PLN,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 250, 'percentages': -8.4, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 273.22, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 337.2, 'percentages': 23.4, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 393, 'percentages': 43.8, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 57.2, 'minRangePer': 16.22, 'maxRanegPer': 60.97, 'rangeDiffPer': 44.75, 'mindiff_total': 9.28, 'maxdiff_total': 34.88}",#52B974
KEI,5,5,0,0,"[{'name': 'Motilal Oswal', 'target_price': 5120}, {'name': 'Prabhudas Lilladher', 'target_price': 5573}, {'name': 'Anand Rathi', 'target_price': 4827}, {'name': 'Sharekhan', 'target_price': 4420}, {'name': 'Geojit Financial Services', 'target_price': 4103}]",KEI Industries,KEI Industries,4839.30,191.90,4.13,-0.6,cables-powerothers/keiindustries/KEI,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 4103, 'percentages': -15.2, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 4808.6, 'percentages': -0.6, 'color': 'blue'}, {'id': 'cmp', 'name': 'Current Price', 'value': 4839.3, 'percentages': '', 'color': 'white'}, {'id': 'max_target_price', 'name': 'High', 'value': 5573, 'percentages': 15.1, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'red', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 35.82, 'minRangePer': 47.98, 'maxRanegPer': 50.08, 'rangeDiffPer': 2.1, 'mindiff_total': 17.19, 'maxdiff_total': 17.94}",#E3515C
PGC,5,4,1,0,"[{'name': 'Prabhudas Lilladher', 'target_price': 348}, {'name': 'Motilal Oswal', 'target_price': 302}, {'name': 'ICICI Securities', 'target_price': 360}, {'name': 'Mirae Asset Sharekhan', 'target_price': 350}, {'name': 'Sharekhan', 'target_price': 350}]",Power Grid Corporation of India,Power Grid Corp,318.10,5.85,1.87,7.5,power-generationdistribution/powergridcorporationindia/PGC,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 302, 'percentages': -5, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 318.1, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 342, 'percentages': 7.5, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 360, 'percentages': 13.1, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 19.2, 'minRangePer': 27.76, 'maxRanegPer': 68.95, 'rangeDiffPer': 41.19, 'mindiff_total': 5.33, 'maxdiff_total': 13.24}",#52B974
OI13,5,4,1,0,"[{'name': 'Motilal Oswal', 'target_price': 430}, {'name': 'Prabhudas Lilladher', 'target_price': 527}, {'name': 'Emkay Global Financial Services', 'target_price': 580}, {'name': 'ICICI Securities', 'target_price': 580}, {'name': 'Anand Rathi', 'target_price': 644}]",Oil India,Oil India,470.10,7.70,1.67,17.4,oil-drillingexploration/oilindia/OI13,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 430, 'percentages': -8.5, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 470.1, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 552.2, 'percentages': 17.4, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 644, 'percentages': 36.9, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 49.76, 'minRangePer': 18.72, 'maxRanegPer': 57.09, 'rangeDiffPer': 38.37, 'mindiff_total': 9.32, 'maxdiff_total': 28.41}",#52B974
DT07,5,5,0,0,"[{'name': 'Motilal Oswal', 'target_price': 14700}, {'name': 'Emkay Global Financial Services', 'target_price': 15200}, {'name': 'Anand Rathi', 'target_price': 20000}, {'name': 'Sharekhan', 'target_price': 19440}, {'name': 'AnandRathi', 'target_price': 21875}]",Dixon Technologies,Dixon Technolog,11371.50,84.50,0.75,60.4,electricals/dixontechnologies/DT07,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 11371.5, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 14700, 'percentages': 29.2, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 18243, 'percentages': 60.4, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 21875, 'percentages': 92.3, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 92.36, 'minRangePer': 31.69, 'maxRanegPer': 65.41, 'rangeDiffPer': 33.72, 'mindiff_total': 29.27, 'maxdiff_total': 60.42}",#52B974
AHE,5,4,1,0,"[{'name': 'Motilal Oswal', 'target_price': 9015}, {'name': 'Choice Institutional Equities', 'target_price': 9000}, {'name': 'Prabhudas Lilladher', 'target_price': 9300}, {'name': 'ICICI Securities', 'target_price': 8080}, {'name': 'Geojit Financial Services', 'target_price': 7764}]",Apollo Hospitals Enterprises,Apollo Hospital,7699.00,146.00,1.93,12.1,hospitalsmedical-services/apollohospitalsenterprises/AHE,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 7699, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 7764, 'percentages': 0.8, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 8631.8, 'percentages': 12.1, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 9300, 'percentages': 20.7, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 20.79, 'minRangePer': 4.04, 'maxRanegPer': 58.24, 'rangeDiffPer': 54.2, 'mindiff_total': 0.84, 'maxdiff_total': 12.11}",#52B974
A06,5,4,1,0,"[{'name': 'Motilal Oswal', 'target_price': 7500}, {'name': 'ICICI Securities', 'target_price': 6600}, {'name': 'Anand Rathi', 'target_price': 8300}, {'name': 'Emkay Global Financial Services', 'target_price': 8500}, {'name': 'Sharekhan', 'target_price': 8294}]",Atul,Atul,6600.00,1.50,0.02,18.7,chemicals/atul/A06,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 6600, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 6600, 'percentages': 0, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 7838.8, 'percentages': 18.7, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 8500, 'percentages': 28.7, 'color': 'green'}]",,"{'totalPercentages': 28.78, 'minRangePer': 0, 'maxRanegPer': 65.18, 'rangeDiffPer': 65.18, 'mindiff_total': 0, 'maxdiff_total': 18.76}",#52B974
CP9,5,4,1,0,"[{'name': 'Prabhudas Lilladher', 'target_price': 843}, {'name': 'Anand Rathi', 'target_price': 946}, {'name': 'ICICI Securities', 'target_price': 761}, {'name': 'Mirae Asset Sharekhan', 'target_price': 906}, {'name': 'Sharekhan', 'target_price': 840}]",Century Plyboards,CenturyPlyboard,762.15,10.70,1.42,12.7,miscellaneous/centuryplyboards/CP9,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 761, 'percentages': -0.1, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 762.15, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 859.2, 'percentages': 12.7, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 946, 'percentages': 24.1, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 24.31, 'minRangePer': 0.61, 'maxRanegPer': 53.06, 'rangeDiffPer': 52.45, 'mindiff_total': 0.15, 'maxdiff_total': 12.9}",#52B974
CD06,5,5,0,0,"[{'name': 'Motilal Oswal', 'target_price': 510}, {'name': 'Deven Choksey', 'target_price': 421}, {'name': 'Prabhudas Lilladher', 'target_price': 418}, {'name': 'LKP Securities Limited', 'target_price': 621}, {'name': 'KRChoksey', 'target_price': 753}]",Cyient DLM,Cyient DLM,341.25,5.15,1.53,59.5,electric-equipment/cyientdlm/CD02,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 341.25, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 418, 'percentages': 22.4, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 544.6, 'percentages': 59.5, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 753, 'percentages': 120.6, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 120.65, 'minRangePer': 18.64, 'maxRanegPer': 49.38, 'rangeDiffPer': 30.74, 'mindiff_total': 22.49, 'maxdiff_total': 59.58}",#52B974
VO01,5,5,0,0,"[{'name': 'Prabhudas Lilladher', 'target_price': 1671}, {'name': 'Motilal Oswal', 'target_price': 1950}, {'name': 'Deven Choksey', 'target_price': 1750}, {'name': 'Sharekhan', 'target_price': 2300}, {'name': 'KRChoksey', 'target_price': 2002}]",Vinati Organics,Vinati Organics,1291.50,17.50,1.37,49.7,chemicals/vinatiorganics/VO01,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 1291.5, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 1671, 'percentages': 29.3, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1934.6, 'percentages': 49.7, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 2300, 'percentages': 78, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 78.08, 'minRangePer': 37.62, 'maxRanegPer': 63.76, 'rangeDiffPer': 26.14, 'mindiff_total': 29.38, 'maxdiff_total': 49.79}",#52B974
