scid,broker_count,buy_count,hold_count,sell_count,brokers,stkname,stockShortName,cmp,change,perChange,profitPotential,stk_url,exchange,targets,targetBarColor,targetPiceLineData,targetBarColorClass
RNL,3,3,0,0,"[{'name': 'Motilal Oswal', 'target_price': 1040}, {'name': 'Prabhudas Lilladher', 'target_price': 1000}, {'name': 'Sharekhan', 'target_price': 800}]",Nippon Life India Asset Management,Nippon,1015.05,50.20,5.20,-6.7,miscellaneous/nipponlifeindiaassetmanagement/RNL,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 800, 'percentages': -21.1, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 946.67, 'percentages': -6.7, 'color': 'blue'}, {'id': 'cmp', 'name': 'Current Price', 'value': 1015.05, 'percentages': '', 'color': 'white'}, {'id': 'max_target_price', 'name': 'High', 'value': 1040, 'percentages': 2.4, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'red', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 30, 'minRangePer': 61.1, 'maxRanegPer': 89.6, 'rangeDiffPer': 28.49, 'mindiff_total': 18.33, 'maxdiff_total': 26.88}",#E3515C
JE02,3,3,0,0,"[{'name': 'Motilal Oswal', 'target_price': 590}, {'name': 'Anand Rathi', 'target_price': 650}, {'name': 'ICICI Securities', 'target_price': 612}]",JSW Energy,JSW Energy,538.05,2.10,0.39,14.7,power-generationdistribution/jswenergy/JE01,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 538.05, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 590, 'percentages': 9.6, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 617.33, 'percentages': 14.7, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 650, 'percentages': 20.8, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 20.8, 'minRangePer': 46.39, 'maxRanegPer': 70.81, 'rangeDiffPer': 24.42, 'mindiff_total': 9.65, 'maxdiff_total': 14.73}",#52B974
SFC02,3,3,0,0,"[{'name': 'Emkay Global Financial Services', 'target_price': 280}, {'name': 'Anand Rathi', 'target_price': 310}, {'name': 'AnandRathi', 'target_price': 270}]",Star Cement,Star Cement,222.36,0.42,0.19,28.9,cement-major/starcement/SFC02,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 222.36, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 270, 'percentages': 21.4, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 286.67, 'percentages': 28.9, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 310, 'percentages': 39.4, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 39.41, 'minRangePer': 54.35, 'maxRanegPer': 73.38, 'rangeDiffPer': 19.02, 'mindiff_total': 21.42, 'maxdiff_total': 28.92}",#52B974
BDL01,3,2,1,0,"[{'name': 'Motilal Oswal', 'target_price': 1800}, {'name': 'ICICI Securities', 'target_price': 1590}, {'name': 'Choice Institutional Equities', 'target_price': 1965}]",Bharat Dynamics,Bharat Dynamics,1380.70,21.30,1.57,29.2,aerospacedefence/bharatdynamics/BDL01,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 1380.7, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 1590, 'percentages': 15.1, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1785, 'percentages': 29.2, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 1965, 'percentages': 42.3, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 42.31, 'minRangePer': 35.8, 'maxRanegPer': 69.2, 'rangeDiffPer': 33.4, 'mindiff_total': 15.15, 'maxdiff_total': 29.28}",#52B974
HFSL,3,2,1,0,"[{'name': 'ICICIdirect.com', 'target_price': 900}, {'name': 'Motilal Oswal', 'target_price': 815}, {'name': 'Emkay Global Financial Services', 'target_price': 850}]",HDB Financial Services,HDB Financial,682.00,-4.00,-0.58,25.3,finance-nbfc/hdbfinancialservices/HFSL,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 682, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 815, 'percentages': 19.5, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 855, 'percentages': 25.3, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 900, 'percentages': 31.9, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 31.96, 'minRangePer': 61.01, 'maxRanegPer': 79.34, 'rangeDiffPer': 18.33, 'mindiff_total': 19.5, 'maxdiff_total': 25.36}",#52B974
BI03,3,0,2,1,"[{'name': 'Motilal Oswal', 'target_price': 2229}, {'name': 'Deven Choksey', 'target_price': 2370}, {'name': 'KRChoksey', 'target_price': 2528}]",Balkrishna Industries,Balkrishna Ind,2329.80,-12.60,-0.54,1.9,tyres/balkrishnaindustries/BI03,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 2229, 'percentages': -4.3, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 2329.8, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 2375.67, 'percentages': 1.9, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 2528, 'percentages': 8.5, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 13.41, 'minRangePer': 33.7, 'maxRanegPer': 49.06, 'rangeDiffPer': 15.36, 'mindiff_total': 4.52, 'maxdiff_total': 6.58}",#52B974
NT03,3,2,1,0,"[{'name': 'Prabhudas Lilladher', 'target_price': 336}, {'name': 'Choice Institutional Equities', 'target_price': 390}, {'name': 'ICICI Securities', 'target_price': 275}]",Nazara Technologies,Nazara,273.34,13.16,5.06,22.0,software/nazaratechnologies/NT,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 273.34, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 275, 'percentages': 0.6, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 333.67, 'percentages': 22, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 390, 'percentages': 42.6, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 42.67, 'minRangePer': 1.4, 'maxRanegPer': 51.72, 'rangeDiffPer': 50.32, 'mindiff_total': 0.6, 'maxdiff_total': 22.07}",#52B974
OC10,3,2,1,0,"[{'name': 'Motilal Oswal', 'target_price': 1275}, {'name': 'ICICIdirect.com', 'target_price': 1450}, {'name': 'Emkay Global Financial Services', 'target_price': 1600}]",One 97 Communications Paytm,One 97 Paytm,1161.65,12.80,1.11,24.1,online-services/one97communicationspaytm/OC03,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 1161.65, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 1275, 'percentages': 9.7, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1441.67, 'percentages': 24.1, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 1600, 'percentages': 37.7, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 37.73, 'minRangePer': 25.84, 'maxRanegPer': 63.87, 'rangeDiffPer': 38.03, 'mindiff_total': 9.75, 'maxdiff_total': 24.1}",#52B974
SE30,3,2,0,1,"[{'name': 'Choice Institutional Equities', 'target_price': 1460}, {'name': 'AnandRathi', 'target_price': 1600}, {'name': 'LKP Securities Limited', 'target_price': 1431}]",Sansera Engineering,Sansera Eng,2378.30,-18.70,-0.78,-37.0,auto-ancillaries-others/sanseraengineering/SE27,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 1431, 'percentages': -39.8, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1497, 'percentages': -37, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 1600, 'percentages': -32.7, 'color': 'green'}, {'id': 'cmp', 'name': 'Current Price', 'value': 2378.3, 'percentages': '', 'color': 'white'}]","{'background': 'grey', 'position': 'right', 'color': 'red', 'colorFillPercentages': 75, 'greyLeftPercentage': 25, 'greyRightPercentage': 0}","{'totalPercentages': 66.19, 'minRangePer': 6.96, 'maxRanegPer': 17.82, 'rangeDiffPer': 10.86, 'mindiff_total': 4.61, 'maxdiff_total': 11.8}",#E3515C
MB05,3,2,1,0,"[{'name': 'Motilal Oswal', 'target_price': 1215}, {'name': 'Prabhudas Lilladher', 'target_price': 1181}, {'name': 'Emkay Global Financial Services', 'target_price': 1475}]",Metro Brands,Metro Brands,1069.25,-19.60,-1.80,20.6,footwear/metrobrands/MB06,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 1069.25, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 1181, 'percentages': 10.4, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1290.33, 'percentages': 20.6, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 1475, 'percentages': 37.9, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 37.94, 'minRangePer': 27.54, 'maxRanegPer': 54.48, 'rangeDiffPer': 26.94, 'mindiff_total': 10.45, 'maxdiff_total': 20.67}",#52B974
CB06,3,2,1,0,"[{'name': 'Motilal Oswal', 'target_price': 175}, {'name': 'Prabhudas Lilladher', 'target_price': 160}, {'name': 'Emkay Global Financial Services', 'target_price': 120}]",Canara Bank,Canara Bank,142.37,1.34,0.95,6.5,banks-public-sector/canarabank/CB06,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 120, 'percentages': -15.7, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 142.37, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 151.67, 'percentages': 6.5, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 175, 'percentages': 22.9, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 45.83, 'minRangePer': 40.67, 'maxRanegPer': 57.58, 'rangeDiffPer': 16.9, 'mindiff_total': 18.64, 'maxdiff_total': 26.39}",#52B974
MSS01,3,3,0,0,"[{'name': 'Motilal Oswal', 'target_price': 148}, {'name': 'ICICI Securities', 'target_price': 140}, {'name': 'Emkay Global Financial Services', 'target_price': 130}]",Samvardhana Motherson International,MOTHERSON,125.03,2.21,1.80,11.4,auto-ancillaries-auto-truckmotorcycle-parts/samvardhanamothersoninternational/MSS01,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 125.03, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 130, 'percentages': 3.9, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 139.33, 'percentages': 11.4, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 148, 'percentages': 18.3, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 18.37, 'minRangePer': 21.61, 'maxRanegPer': 62.22, 'rangeDiffPer': 40.61, 'mindiff_total': 3.97, 'maxdiff_total': 11.43}",#52B974
GSP02,3,0,3,0,"[{'name': 'Motilal Oswal', 'target_price': 313}, {'name': 'Prabhudas Lilladher', 'target_price': 296}, {'name': 'ICICI Securities', 'target_price': 350}]",Gujarat State Petronet,Guj State Petro,272.41,20.12,7.97,17.3,oil-drillingexploration/gujaratstatepetronet/GSP02,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 272.41, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 296, 'percentages': 8.6, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 319.67, 'percentages': 17.3, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 350, 'percentages': 28.4, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 28.48, 'minRangePer': 30.37, 'maxRanegPer': 60.88, 'rangeDiffPer': 30.51, 'mindiff_total': 8.65, 'maxdiff_total': 17.34}",#52B974
NVC,3,2,1,0,"[{'name': 'Prabhudas Lilladher', 'target_price': 474}, {'name': 'ICICI Securities', 'target_price': 369}, {'name': 'Choice Equity Broking', 'target_price': 560}]",Nuvoco Vistas Corporation,Nuvoco Vistas,311.40,1.10,0.35,50.1,cement/nuvocovistascorporation/NVC,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 311.4, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 369, 'percentages': 18.4, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 467.67, 'percentages': 50.1, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 560, 'percentages': 79.8, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 79.83, 'minRangePer': 23.16, 'maxRanegPer': 62.85, 'rangeDiffPer': 39.69, 'mindiff_total': 18.49, 'maxdiff_total': 50.18}",#52B974
SBP04,3,2,1,0,"[{'name': 'Motilal Oswal', 'target_price': 488}, {'name': 'ICICI Securities', 'target_price': 600}, {'name': 'LKP Securities Limited', 'target_price': 611}]",Sona BLW Precision Forgings,Sona BLW,593.85,13.00,2.24,-4.6,auto-ancillaries-castingsforgings/sonablwprecisionforgings/SBP04,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 488, 'percentages': -17.8, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 566.33, 'percentages': -4.6, 'color': 'blue'}, {'id': 'cmp', 'name': 'Current Price', 'value': 593.85, 'percentages': '', 'color': 'white'}, {'id': 'max_target_price', 'name': 'High', 'value': 611, 'percentages': 2.8, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'red', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 25.2, 'minRangePer': 63.69, 'maxRanegPer': 86.07, 'rangeDiffPer': 22.37, 'mindiff_total': 16.05, 'maxdiff_total': 21.69}",#E3515C
VSN,3,2,1,0,"[{'name': 'Motilal Oswal', 'target_price': 1790}, {'name': 'ICICI Securities', 'target_price': 2250}, {'name': 'Geojit Financial Services', 'target_price': 1927}]",Tata Communications,Tata Comm,1521.10,-40.30,-2.58,30.7,telecommunications-service/tatacommunications/TC17,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 1521.1, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 1790, 'percentages': 17.6, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1989, 'percentages': 30.7, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 2250, 'percentages': 47.9, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 47.91, 'minRangePer': 36.88, 'maxRanegPer': 64.2, 'rangeDiffPer': 27.32, 'mindiff_total': 17.67, 'maxdiff_total': 30.76}",#52B974
HGE,3,2,1,0,"[{'name': 'Geojit Financial Services', 'target_price': 724}, {'name': 'Prabhudas Lilladher', 'target_price': 850}, {'name': 'ICICI Securities', 'target_price': 590}]",Healthcare Global Enterprises,Healthcare Glob,565.35,-2.55,-0.45,27.5,hospitalsmedical-services/healthcareglobalenterprises/HGE,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 565.35, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 590, 'percentages': 4.3, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 721.33, 'percentages': 27.5, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 850, 'percentages': 50.3, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 50.34, 'minRangePer': 8.66, 'maxRanegPer': 54.78, 'rangeDiffPer': 46.12, 'mindiff_total': 4.36, 'maxdiff_total': 27.58}",#52B974
GI28,3,3,0,0,"[{'name': 'Anand Rathi', 'target_price': 313}, {'name': 'AnandRathi', 'target_price': 771}, {'name': 'Sharekhan', 'target_price': 670}]",Greenlam Industries,Greenlam Ind,223.80,1.76,0.79,161.2,miscellaneous/greenlamindustries/GI31,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 223.8, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 313, 'percentages': 39.8, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 584.67, 'percentages': 161.2, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 771, 'percentages': 244.5, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 244.5, 'minRangePer': 16.29, 'maxRanegPer': 65.94, 'rangeDiffPer': 49.65, 'mindiff_total': 39.85, 'maxdiff_total': 161.24}",#52B974
SD6,3,3,0,0,"[{'name': 'Motilal Oswal', 'target_price': 1825}, {'name': 'Choice Equity Broking', 'target_price': 1840}, {'name': 'Geojit Financial Services', 'target_price': 1447}]",Sobha,Sobha,1332.20,11.00,0.83,27.9,constructioncontracting-real-estate/sobha/SD6,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 1332.2, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 1447, 'percentages': 8.6, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1704, 'percentages': 27.9, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 1840, 'percentages': 38.1, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 38.11, 'minRangePer': 22.59, 'maxRanegPer': 73.2, 'rangeDiffPer': 50.61, 'mindiff_total': 8.61, 'maxdiff_total': 27.9}",#52B974
SPL02,3,3,0,0,"[{'name': 'Choice Institutional Equities', 'target_price': 575}, {'name': 'Choice Equity Broking', 'target_price': 635}, {'name': 'ICICI Securities', 'target_price': 604}]",Somany Ceramics,Somany Ceramics,441.40,1.35,0.31,36.9,ceramicsgranite/somanyceramics/SC49,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 441.4, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 575, 'percentages': 30.2, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 604.67, 'percentages': 36.9, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 635, 'percentages': 43.8, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 43.86, 'minRangePer': 68.99, 'maxRanegPer': 84.31, 'rangeDiffPer': 15.32, 'mindiff_total': 30.26, 'maxdiff_total': 36.98}",#52B974
JS07,3,2,1,0,"[{'name': 'Motilal Oswal', 'target_price': 990}, {'name': 'ICICI Securities', 'target_price': 860}, {'name': 'Prabhudas Lilladher', 'target_price': 784}]",Jindal Stainless,Jindal Stainles,788.20,-1.25,-0.16,11.3,steel-mediumsmall/jindalstainless/JSL01,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 784, 'percentages': -0.5, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 788.2, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 878, 'percentages': 11.3, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 990, 'percentages': 25.6, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 26.27, 'minRangePer': 2.01, 'maxRanegPer': 45.6, 'rangeDiffPer': 43.59, 'mindiff_total': 0.53, 'maxdiff_total': 11.98}",#52B974
AMP01,3,3,0,0,"[{'name': 'ICICI Securities', 'target_price': 1200}, {'name': 'Motilal Oswal', 'target_price': 1150}, {'name': 'Geojit Financial Services', 'target_price': 976}]",Astra Microwave Products,Astra Microwave,1093.45,18.75,1.74,1.3,defence/astramicrowaveproducts/AMP01,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 976, 'percentages': -10.7, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 1093.45, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1108.67, 'percentages': 1.3, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 1200, 'percentages': 9.7, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 22.95, 'minRangePer': 52.41, 'maxRanegPer': 59.21, 'rangeDiffPer': 6.8, 'mindiff_total': 12.03, 'maxdiff_total': 13.59}",#52B974
SS42,3,3,0,0,"[{'name': 'Deven Choksey', 'target_price': 400}, {'name': 'Emkay Global Financial Services', 'target_price': 475}, {'name': 'KRChoksey', 'target_price': 517}]",Sonata Software,Sonata,280.34,1.07,0.38,65.5,computers-software-mediumsmall/sonatasoftware/SS42,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 280.34, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 400, 'percentages': 42.6, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 464, 'percentages': 65.5, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 517, 'percentages': 84.4, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 84.41, 'minRangePer': 50.56, 'maxRanegPer': 77.6, 'rangeDiffPer': 27.03, 'mindiff_total': 42.68, 'maxdiff_total': 65.51}",#52B974
RB02,3,3,0,0,"[{'name': 'Motilal Oswal', 'target_price': 370}, {'name': 'Emkay Global Financial Services', 'target_price': 375}, {'name': 'ICICI Securities', 'target_price': 415}]",RBL Bank,RBL Bank,315.55,-0.35,-0.11,22.5,banks-private-sector/rblbank/RB03,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 315.55, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 370, 'percentages': 17.2, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 386.67, 'percentages': 22.5, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 415, 'percentages': 31.5, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 31.51, 'minRangePer': 54.74, 'maxRanegPer': 71.5, 'rangeDiffPer': 16.75, 'mindiff_total': 17.25, 'maxdiff_total': 22.53}",#52B974
UA03,3,3,0,0,"[{'name': 'Motilal Oswal', 'target_price': 1400}, {'name': 'Prabhudas Lilladher', 'target_price': 1400}, {'name': 'East India Securities Ltd', 'target_price': 1489}]",UTI Asset Management Company,UTI AMC,1034.80,34.90,3.49,38.1,finance-investment/utiassetmanagementcompany/UA04,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 1034.8, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 1400, 'percentages': 35.2, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1429.67, 'percentages': 38.1, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 1489, 'percentages': 43.8, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 43.89, 'minRangePer': 80.4, 'maxRanegPer': 86.92, 'rangeDiffPer': 6.51, 'mindiff_total': 35.29, 'maxdiff_total': 38.15}",#52B974
IC8,3,0,2,1,"[{'name': 'Motilal Oswal', 'target_price': 10}, {'name': 'Emkay Global Financial Services', 'target_price': 6}, {'name': 'ICICI Securities', 'target_price': 10}]",Vodafone Idea,Vodafone Idea,9.61,0.08,0.84,-9.7,telecommunication-service-provider/vodafoneidea/IC8,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 6, 'percentages': -37.5, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 8.67, 'percentages': -9.7, 'color': 'blue'}, {'id': 'cmp', 'name': 'Current Price', 'value': 9.61, 'percentages': '', 'color': 'white'}, {'id': 'max_target_price', 'name': 'High', 'value': 10, 'percentages': 4, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'red', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 66.66, 'minRangePer': 66.75, 'maxRanegPer': 90.24, 'rangeDiffPer': 23.48, 'mindiff_total': 44.5, 'maxdiff_total': 60.16}",#E3515C
CWL,3,3,0,0,"[{'name': 'ICICI Securities', 'target_price': 600}, {'name': 'Motilal Oswal', 'target_price': 600}, {'name': 'Prabhudas Lilladher', 'target_price': 621}]",Cello World,Cello World,431.55,4.00,0.94,40.6,householdpersonal-products/celloworld/CWL,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 431.55, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 600, 'percentages': 39, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 607, 'percentages': 40.6, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 621, 'percentages': 43.8, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 43.89, 'minRangePer': 88.92, 'maxRanegPer': 92.61, 'rangeDiffPer': 3.68, 'mindiff_total': 39.03, 'maxdiff_total': 40.65}",#52B974
